,horsepower,curb-weight,engine-size,miles,area,drive-wheels_fwd,drive-wheels_rwd,num-of-cylinder_five,num-of-cylinder_four,num-of-cylinder_six,num-of-cylinder_two,price
14,0.30416666666666664,0.6078355314197053,0.7744360902255638,0.5454545454545454,0.7149253731343284,0,1,0,0,1,0,24565.0
15,0.5583333333333333,0.6757176105508145,0.6015037593984962,0.4545454545454546,0.7149253731343284,0,1,0,0,1,0,30760.0
16,0.5583333333333333,0.7339022498060512,0.6015037593984962,0.4545454545454546,0.7865671641791048,0,1,0,0,1,0,41315.0
17,0.5583333333333333,0.7823894491854151,0.6015037593984962,0.5454545454545454,0.8343283582089556,0,1,0,0,1,0,36880.0
18,0.0,0.0,0.0,0.4545454545454546,0.0,1,0,0,0,0,0,5151.0
19,0.09166666666666667,0.14972847168347558,0.21804511278195488,0.5454545454545454,0.22089552238805998,1,0,0,1,0,0,6295.0
20,0.09166666666666667,0.1633048875096974,0.21804511278195488,0.5454545454545454,0.2641791044776123,1,0,0,1,0,0,6575.0
21,0.08333333333333331,0.15050426687354534,0.21804511278195488,0.6363636363636364,0.2417910447761198,1,0,0,1,0,0,5572.0
22,0.08333333333333331,0.15050426687354534,0.21804511278195488,0.36363636363636365,0.2417910447761198,1,0,0,1,0,0,6377.0
23,0.22499999999999998,0.24825446082234293,0.2781954887218045,0.4545454545454546,0.2417910447761198,1,0,0,1,0,0,7957.0
24,0.08333333333333331,0.18580294802172226,0.21804511278195488,0.36363636363636365,0.2417910447761198,1,0,0,1,0,0,6229.0
25,0.08333333333333331,0.1943366951124903,0.21804511278195488,0.36363636363636365,0.2417910447761198,1,0,0,1,0,0,6692.0
26,0.08333333333333331,0.1943366951124903,0.21804511278195488,0.36363636363636365,0.2417910447761198,1,0,0,1,0,0,7609.0
27,0.22499999999999998,0.2726920093095423,0.2781954887218045,0.4545454545454546,0.2417910447761198,1,0,0,1,0,0,8558.0
28,0.16666666666666663,0.40612878200155156,0.45864661654135336,0.4545454545454546,0.5,1,0,0,1,0,0,8921.0
29,0.4041666666666666,0.513188518231187,0.7142857142857142,0.5454545454545454,0.4791044776119402,1,0,0,1,0,0,12964.0
30,0.04166666666666666,0.08727695888285492,0.23308270676691728,0.5454545454545454,0.052238805970149294,1,0,0,1,0,0,6479.0
31,0.11666666666666664,0.12839410395655548,0.23308270676691728,0.36363636363636365,0.052238805970149294,1,0,0,1,0,0,6855.0
32,0.04999999999999999,0.1353762606671839,0.1353383458646616,0.6363636363636364,0.13283582089552226,1,0,0,1,0,0,5399.0
33,0.11666666666666664,0.1753297129557797,0.23308270676691728,0.6363636363636364,0.13283582089552226,1,0,0,1,0,0,6529.0
34,0.11666666666666664,0.18153607447633824,0.23308270676691728,0.6363636363636364,0.13283582089552226,1,0,0,1,0,0,7129.0
35,0.11666666666666664,0.20248254460822346,0.23308270676691728,0.6363636363636364,0.33283582089552244,1,0,0,1,0,0,7295.0
36,0.11666666666666664,0.20791311093871212,0.23308270676691728,0.6363636363636364,0.23880597014925353,1,0,0,1,0,0,7295.0
37,0.15833333333333333,0.29014740108611325,0.3684210526315789,0.4545454545454546,0.3940298507462692,1,0,0,1,0,0,7895.0
38,0.15833333333333333,0.3107059736229635,0.3684210526315789,0.4545454545454546,0.3940298507462692,1,0,0,1,0,0,9095.0
39,0.15833333333333333,0.31652443754848725,0.3684210526315789,0.4545454545454546,0.5119402985074633,1,0,0,1,0,0,8845.0
40,0.15833333333333333,0.34290147401086113,0.3684210526315789,0.4545454545454546,0.5119402985074633,1,0,0,1,0,0,10295.0
41,0.22083333333333333,0.3789759503491078,0.3684210526315789,0.6363636363636364,0.5119402985074633,1,0,0,1,0,0,12945.0
42,0.21666666666666667,0.3122575640031032,0.3684210526315789,0.4545454545454546,0.41791044776119435,1,0,0,1,0,0,10345.0
43,0.125,0.3293250581846392,0.3759398496240601,0.5454545454545454,0.4417910447761195,0,1,0,1,0,0,6785.0
44,0.09166666666666667,0.14972847168347558,0.21804511278195488,0.5454545454545454,0.22089552238805998,1,0,0,1,0,0,13207.129353233833
45,0.09166666666666667,0.1633048875096974,0.21804511278195488,0.5454545454545454,0.22089552238805998,1,0,0,1,0,0,13207.129353233833
46,0.175,0.4833204034134988,0.4360902255639097,0.5454545454545454,0.47014925373134364,0,1,0,1,0,0,11048.0
47,0.5333333333333332,1.0,0.6015037593984962,0.6363636363636364,0.8731343283582094,0,1,0,0,1,0,32250.0
48,0.5333333333333332,1.0,0.6015037593984962,0.6363636363636364,0.8731343283582094,0,1,0,0,1,0,35550.0
49,0.8916666666666666,0.9550038789759503,0.6015037593984962,0.6363636363636364,0.7552238805970148,0,1,0,0,0,0,36000.0
50,0.08333333333333331,0.15593483320403412,0.22556390977443602,0.9090909090909091,0.2686567164179108,1,0,0,1,0,0,5195.0
51,0.08333333333333331,0.15981380915438326,0.22556390977443602,0.36363636363636365,0.2686567164179108,1,0,0,1,0,0,6095.0
52,0.08333333333333331,0.16175329712955777,0.22556390977443602,0.36363636363636365,0.2686567164179108,1,0,0,1,0,0,6795.0
53,0.08333333333333331,0.17726920093095422,0.22556390977443602,0.36363636363636365,0.38358208955223905,1,0,0,1,0,0,6695.0
54,0.08333333333333331,0.17920868890612873,0.22556390977443602,0.36363636363636365,0.38358208955223905,1,0,0,1,0,0,7395.0
55,0.22083333333333333,0.3460046547711404,0.06766917293233082,0.4545454545454546,0.4164179104477612,0,1,0,0,0,1,10945.0
56,0.22083333333333333,0.3460046547711404,0.06766917293233082,0.4545454545454546,0.4164179104477612,0,1,0,0,0,1,11845.0
57,0.22083333333333333,0.3479441427463149,0.06766917293233082,0.4545454545454546,0.4164179104477612,0,1,0,0,0,1,13645.0
58,0.3625,0.39255236617532974,0.14285714285714285,0.36363636363636365,0.4164179104477612,0,1,0,0,0,1,15645.0
59,0.14999999999999997,0.3479441427463149,0.45864661654135336,0.4545454545454546,0.5477611940298512,1,0,0,1,0,0,8845.0
60,0.14999999999999997,0.3576415826221877,0.45864661654135336,0.4545454545454546,0.5477611940298512,1,0,0,1,0,0,8495.0
61,0.14999999999999997,0.3479441427463149,0.45864661654135336,0.4545454545454546,0.5477611940298512,1,0,0,1,0,0,10595.0
62,0.14999999999999997,0.3576415826221877,0.45864661654135336,0.4545454545454546,0.5477611940298512,1,0,0,1,0,0,10245.0
63,0.06666666666666665,0.37044220325833976,0.45864661654135336,0.4545454545454546,0.5477611940298512,1,0,0,1,0,0,10795.0
64,0.14999999999999997,0.36346004654771136,0.45864661654135336,0.4545454545454546,0.5477611940298512,1,0,0,1,0,0,11245.0
65,0.3,0.45849495733126444,0.593984962406015,0.2727272727272727,0.5059701492537316,0,1,0,1,0,0,18280.0
66,0.09999999999999998,0.47013188518231197,0.5488721804511276,0.2727272727272727,0.5059701492537316,0,1,0,1,0,0,18344.0
67,0.31249999999999994,0.7862684251357641,0.9172932330827066,0.7272727272727273,0.7432835820895525,0,1,1,0,0,0,25552.0
68,0.31249999999999994,0.8774243599689682,0.9172932330827066,0.7272727272727273,0.7432835820895525,0,1,1,0,0,0,28248.0
69,0.31249999999999994,0.7785104732350658,0.9172932330827066,0.7272727272727273,0.6925373134328363,0,1,1,0,0,0,28176.0
70,0.31249999999999994,0.8851823118696664,0.9172932330827066,0.7272727272727273,0.9179104477611939,0,1,1,0,0,0,31600.0
71,0.44583333333333336,0.8735453840186191,0.6015037593984962,0.8181818181818181,0.9179104477611939,0,1,0,0,0,0,34184.0
72,0.44583333333333336,0.8522110162916989,0.6015037593984962,0.8181818181818181,0.5850746268656719,0,1,0,0,0,0,35056.0
73,0.5666666666666667,0.9356089992242047,0.6015037593984962,0.8181818181818181,1.0,0,1,0,0,0,0,40960.0
74,0.5666666666666667,0.8638479441427462,0.6015037593984962,0.8181818181818181,0.8671641791044773,0,1,0,0,0,0,45400.0
75,0.5291666666666666,0.5515903801396431,0.593984962406015,0.5454545454545454,0.5567164179104478,0,1,0,1,0,0,16503.0
76,0.08333333333333331,0.16679596586501166,0.23308270676691728,0.6363636363636364,0.2417910447761198,1,0,0,1,0,0,5389.0
77,0.08333333333333331,0.17688130333591934,0.23308270676691728,0.36363636363636365,0.2417910447761198,1,0,0,1,0,0,6189.0
78,0.08333333333333331,0.20015515903801395,0.23308270676691728,0.36363636363636365,0.2417910447761198,1,0,0,1,0,0,6669.0
79,0.22499999999999998,0.25484871993793634,0.2781954887218045,0.4545454545454546,0.2417910447761198,1,0,0,1,0,0,7689.0
80,0.2833333333333333,0.34212567882079126,0.3684210526315789,0.36363636363636365,0.4761194029850748,1,0,0,1,0,0,9959.0
81,0.16666666666666663,0.32583397982932505,0.45864661654135336,0.36363636363636365,0.4761194029850748,1,0,0,1,0,0,8499.0
82,0.4041666666666666,0.5217222653219551,0.7142857142857142,0.5454545454545454,0.4791044776119402,1,0,0,1,0,0,12629.0
83,0.4041666666666666,0.5558572536850273,0.7142857142857142,0.5454545454545454,0.4791044776119402,1,0,0,1,0,0,14869.0
84,0.4041666666666666,0.5577967416602017,0.7142857142857142,0.5454545454545454,0.4791044776119402,1,0,0,1,0,0,14489.0
85,0.16666666666666663,0.34018619084561674,0.45864661654135336,0.36363636363636365,0.46716417910447783,1,0,0,1,0,0,6989.0
86,0.16666666666666663,0.3557020946470132,0.45864661654135336,0.36363636363636365,0.46716417910447783,1,0,0,1,0,0,8189.0
87,0.2833333333333333,0.3549262994569433,0.3684210526315789,0.36363636363636365,0.46716417910447783,1,0,0,1,0,0,9279.0
88,0.2833333333333333,0.3549262994569433,0.3684210526315789,0.36363636363636365,0.46716417910447783,1,0,0,1,0,0,9279.0
89,0.08749999999999997,0.15554693560899924,0.27067669172932335,0.4545454545454546,0.36119402985074656,1,0,0,1,0,0,5499.0
90,0.029166666666666646,0.20519782777346784,0.31578947368421045,0.5454545454545454,0.36119402985074656,1,0,0,1,0,0,7099.0
91,0.08749999999999997,0.16679596586501166,0.27067669172932335,0.4545454545454546,0.36119402985074656,1,0,0,1,0,0,6649.0
92,0.08749999999999997,0.17455391776570983,0.27067669172932335,0.4545454545454546,0.36119402985074656,1,0,0,1,0,0,6849.0
93,0.08749999999999997,0.20791311093871212,0.27067669172932335,0.4545454545454546,0.43432835820895566,1,0,0,1,0,0,7349.0
94,0.08749999999999997,0.17959658650116372,0.27067669172932335,0.4545454545454546,0.36119402985074656,1,0,0,1,0,0,7299.0
95,0.08749999999999997,0.20946470131885186,0.27067669172932335,0.4545454545454546,0.36567164179104505,1,0,0,1,0,0,7799.0
96,0.08749999999999997,0.1873545384018619,0.27067669172932335,0.4545454545454546,0.36119402985074656,1,0,0,1,0,0,7499.0
97,0.08749999999999997,0.212955779674166,0.27067669172932335,0.4545454545454546,0.43432835820895566,1,0,0,1,0,0,7999.0
98,0.08749999999999997,0.20170674941815359,0.27067669172932335,0.4545454545454546,0.31791044776119426,1,0,0,1,0,0,8249.0
99,0.20416666666666666,0.3242823894491854,0.44360902255639095,0.36363636363636365,0.482089552238806,1,0,0,1,0,0,8949.0
100,0.20416666666666666,0.3157486423584174,0.44360902255639095,0.36363636363636365,0.482089552238806,1,0,0,1,0,0,9549.0
101,0.4333333333333333,0.6233514352211016,0.9022556390977443,0.5454545454545454,0.6059701492537313,1,0,0,0,1,0,13499.0
102,0.4333333333333333,0.7013188518231186,0.9022556390977443,0.5454545454545454,0.6492537313432836,1,0,0,0,1,0,14399.0
103,0.4333333333333333,0.6097750193948797,0.9022556390977443,0.4545454545454546,0.6492537313432836,1,0,0,0,1,0,13499.0
104,0.4666666666666666,0.6140418929402638,0.9022556390977443,0.4545454545454546,0.4417910447761195,0,1,0,0,1,0,17199.0
105,0.6333333333333333,0.6404189294026377,0.9022556390977443,0.4545454545454546,0.4417910447761195,0,1,0,0,1,0,19699.0
106,0.4666666666666666,0.6404189294026377,0.9022556390977443,0.4545454545454546,0.5582089552238809,0,1,0,0,1,0,18399.0
107,0.20416666666666666,0.5942591155934833,0.44360902255639095,0.5454545454545454,0.6805970149253731,0,1,0,1,0,0,11900.0
108,0.1958333333333333,0.6629169899146625,0.6842105263157894,0.5454545454545454,0.6805970149253731,0,1,0,1,0,0,13200.0
109,0.20416666666666666,0.6757176105508145,0.44360902255639095,0.5454545454545454,0.8626865671641792,0,1,0,1,0,0,12440.0
110,0.1958333333333333,0.7532971295577968,0.6842105263157894,1.0,0.8626865671641792,0,1,0,1,0,0,13860.0
111,0.1958333333333333,0.6155934833204033,0.44360902255639095,0.5454545454545454,0.6805970149253731,0,1,0,1,0,0,15580.0
112,0.1958333333333333,0.6842513576415825,0.6842105263157894,0.5454545454545454,0.6805970149253731,0,1,0,1,0,0,16900.0
113,0.1958333333333333,0.6970519782777347,0.44360902255639095,0.5454545454545454,0.8626865671641792,0,1,0,1,0,0,16695.0
114,0.1958333333333333,0.7746314972847168,0.6842105263157894,1.0,0.8626865671641792,0,1,0,1,0,0,17075.0
115,0.20416666666666666,0.6155934833204033,0.44360902255639095,0.5454545454545454,0.6805970149253731,0,1,0,1,0,0,16630.0
116,0.1958333333333333,0.6842513576415825,0.6842105263157894,0.5454545454545454,0.6805970149253731,0,1,0,1,0,0,17950.0
117,0.39166666666666666,0.6369278510473235,0.5488721804511276,0.4545454545454546,0.6805970149253731,0,1,0,1,0,0,18150.0
118,0.08333333333333331,0.16679596586501166,0.21804511278195488,0.6363636363636364,0.2417910447761198,1,0,0,1,0,0,5572.0
119,0.22499999999999998,0.24825446082234293,0.2781954887218045,0.4545454545454546,0.2417910447761198,1,0,0,1,0,0,7957.0
120,0.08333333333333331,0.18580294802172226,0.21804511278195488,0.36363636363636365,0.2417910447761198,1,0,0,1,0,0,6229.0
121,0.08333333333333331,0.1943366951124903,0.21804511278195488,0.36363636363636365,0.3910447761194038,1,0,0,1,0,0,6692.0
122,0.08333333333333331,0.2726920093095423,0.2781954887218045,0.36363636363636365,0.3910447761194038,1,0,0,1,0,0,7609.0
123,0.16666666666666663,0.40612878200155156,0.45864661654135336,0.4545454545454546,0.5,1,0,0,1,0,0,8921.0
124,0.4041666666666666,0.5159038013964314,0.7142857142857142,0.5454545454545454,0.4791044776119402,0,1,0,1,0,0,12764.0
125,0.3958333333333333,0.5003878975950349,0.6766917293233081,0.2727272727272727,0.414925373134329,0,1,0,1,0,0,22018.0
126,0.6624999999999999,0.49185415050426684,1.0,0.2727272727272727,0.414925373134329,0,1,0,0,1,0,32528.0
127,0.6624999999999999,0.49185415050426684,1.0,0.2727272727272727,0.414925373134329,0,1,0,0,1,0,34028.0
128,0.6624999999999999,0.5089216446858029,1.0,0.2727272727272727,0.414925373134329,0,1,0,0,1,0,37028.0
129,1.0,0.7284716834755625,0.6015037593984962,0.0,0.5164179104477613,0,1,0,0,0,0,13207.129353233833
130,0.23440065681445,0.42319627618308764,0.5338345864661653,0.2727272727272727,0.6029850746268659,1,0,0,1,0,0,9295.0
131,0.23440065681445,0.3770364623739333,0.5338345864661653,0.2727272727272727,0.5328358208955226,1,0,0,1,0,0,9895.0
132,0.2583333333333333,0.45384018619084565,0.4511278195488722,0.36363636363636365,0.6791044776119404,1,0,0,1,0,0,11850.0
133,0.2583333333333333,0.46819239720713735,0.4511278195488722,0.36363636363636365,0.6791044776119404,1,0,0,1,0,0,12170.0
134,0.2583333333333333,0.47284716834755613,0.4511278195488722,0.36363636363636365,0.6791044776119404,1,0,0,1,0,0,15040.0
135,0.2583333333333333,0.4926299456943366,0.4511278195488722,0.36363636363636365,0.6791044776119404,1,0,0,1,0,0,15510.0
136,0.4666666666666666,0.5120248254460822,0.4511278195488722,0.36363636363636365,0.6791044776119404,1,0,0,1,0,0,18150.0
137,0.4666666666666666,0.5271528316524436,0.4511278195488722,0.36363636363636365,0.6791044776119404,1,0,0,1,0,0,18620.0
138,0.08749999999999997,0.2179984484096199,0.27067669172932335,0.5454545454545454,0.23582089552238816,1,0,0,1,0,0,5118.0
139,0.10416666666666663,0.24515128006206366,0.3533834586466165,0.5454545454545454,0.2507462686567168,1,0,0,1,0,0,7053.0
140,0.10416666666666663,0.2916989914662529,0.3533834586466165,0.5454545454545454,0.2417910447761198,0,0,0,1,0,0,7603.0
141,0.14166666666666666,0.25484871993793634,0.3533834586466165,0.5454545454545454,0.46119402985074665,1,0,0,1,0,0,7126.0
142,0.14166666666666666,0.2723041117145074,0.3533834586466165,0.5454545454545454,0.46119402985074665,1,0,0,1,0,0,7775.0
143,0.19166666666666665,0.33048875096974395,0.3533834586466165,0.4545454545454546,0.46119402985074665,1,0,0,1,0,0,9960.0
144,0.14166666666666666,0.3479441427463149,0.3533834586466165,0.9090909090909091,0.46119402985074665,0,0,0,1,0,0,9233.0
145,0.26249999999999996,0.39643134212567877,0.3533834586466165,0.5454545454545454,0.46119402985074665,0,0,0,1,0,0,11259.0
146,0.14166666666666666,0.3110938712179985,0.3533834586466165,0.6363636363636364,0.48358208955223914,1,0,0,1,0,0,7463.0
147,0.19166666666666665,0.37509697439875866,0.3533834586466165,0.4545454545454546,0.48358208955223914,1,0,0,1,0,0,10198.0
148,0.14166666666666666,0.36152055857253684,0.3533834586466165,0.4545454545454546,0.4850746268656718,0,0,0,1,0,0,8013.0
149,0.26249999999999996,0.4507370054305664,0.3533834586466165,1.0,0.4850746268656718,0,0,0,1,0,0,11694.0
150,0.05833333333333329,0.19278510473235067,0.23308270676691728,0.6363636363636364,0.26268656716417915,1,0,0,1,0,0,5348.0
151,0.05833333333333329,0.21411947245927077,0.23308270676691728,0.36363636363636365,0.26268656716417915,1,0,0,1,0,0,6338.0
152,0.05833333333333329,0.20442203258339797,0.23308270676691728,0.36363636363636365,0.26268656716417915,1,0,0,1,0,0,6488.0
153,0.05833333333333329,0.30721489526764933,0.23308270676691728,0.4545454545454546,0.42686567164179134,1,0,0,1,0,0,6918.0
154,0.05833333333333329,0.3110938712179985,0.23308270676691728,0.5454545454545454,0.42686567164179134,0,0,0,1,0,0,7898.0
155,0.05833333333333329,0.6291698991466252,0.23308270676691728,0.5454545454545454,0.42686567164179134,0,0,0,1,0,0,8778.0
156,0.09166666666666667,0.2300232738557021,0.2781954887218045,0.36363636363636365,0.37611940298507474,1,0,0,1,0,0,6938.0
157,0.09166666666666667,0.24088440651667964,0.2781954887218045,0.36363636363636365,0.37611940298507474,1,0,0,1,0,0,7198.0
158,0.033333333333333326,0.3052754072924748,0.3684210526315789,0.8181818181818181,0.37611940298507474,1,0,0,1,0,0,7898.0
159,0.033333333333333326,0.3052754072924748,0.3684210526315789,0.18181818181818177,0.37611940298507474,1,0,0,1,0,0,7788.0
160,0.09166666666666667,0.23506594259115587,0.2781954887218045,0.18181818181818177,0.37611940298507474,1,0,0,1,0,0,7738.0
161,0.09166666666666667,0.24592707525213342,0.2781954887218045,0.4545454545454546,0.37611940298507474,1,0,0,1,0,0,8358.0
162,0.09166666666666667,0.2529092319627618,0.2781954887218045,0.4545454545454546,0.37611940298507474,1,0,0,1,0,0,9258.0
163,0.09166666666666667,0.26415826221877425,0.2781954887218045,0.5454545454545454,0.4119402985074627,0,1,0,1,0,0,8058.0
164,0.09166666666666667,0.2777346780449961,0.2781954887218045,0.5454545454545454,0.4119402985074627,0,1,0,1,0,0,8238.0
165,0.26666666666666666,0.3013964313421257,0.2781954887218045,0.7272727272727273,0.4119402985074627,0,1,0,1,0,0,9298.0
166,0.26666666666666666,0.3149728471683475,0.2781954887218045,0.7272727272727273,0.4119402985074627,0,1,0,1,0,0,9538.0
167,0.2833333333333333,0.4080682699767262,0.6390977443609023,0.4545454545454546,0.5238805970149256,0,1,0,1,0,0,8449.0
168,0.2833333333333333,0.40651667959658644,0.6390977443609023,0.4545454545454546,0.5238805970149256,0,1,0,1,0,0,9639.0
169,0.2833333333333333,0.4123351435221102,0.6390977443609023,0.4545454545454546,0.5238805970149256,0,1,0,1,0,0,9989.0
170,0.2833333333333333,0.4619860356865788,0.6390977443609023,0.4545454545454546,0.5238805970149256,0,1,0,1,0,0,11199.0
171,0.2833333333333333,0.4755624515128005,0.6390977443609023,0.4545454545454546,0.5238805970149256,0,1,0,1,0,0,11549.0
172,0.2833333333333333,0.5768037238169124,0.6390977443609023,0.4545454545454546,0.5238805970149256,0,1,0,1,0,0,17669.0
173,0.1833333333333333,0.3250581846392552,0.45864661654135336,0.5454545454545454,0.5149253731343286,1,0,0,1,0,0,8948.0
174,0.10416666666666663,0.38479441427463146,0.3684210526315789,0.7272727272727273,0.5149253731343286,1,0,0,1,0,0,10698.0
175,0.1833333333333333,0.35919317300232734,0.45864661654135336,0.5454545454545454,0.5149253731343286,1,0,0,1,0,0,9988.0
176,0.1833333333333333,0.35919317300232734,0.45864661654135336,0.5454545454545454,0.5149253731343286,1,0,0,1,0,0,10898.0
177,0.1833333333333333,0.3762606671838634,0.45864661654135336,0.5454545454545454,0.5149253731343286,1,0,0,1,0,0,11248.0
178,0.47083333333333327,0.5771916214119472,0.8270676691729322,0.6363636363636364,0.6328358208955227,0,1,0,0,1,0,16558.0
179,0.47083333333333327,0.5927075252133436,0.8270676691729322,0.5454545454545454,0.6328358208955227,0,1,0,0,1,0,15998.0
180,0.45,0.6373157486423584,0.8270676691729322,0.6363636363636364,0.6970149253731348,0,1,0,0,1,0,15690.0
181,0.45,0.6450737005430567,0.7518796992481203,0.5454545454545454,0.6970149253731348,0,1,0,0,1,0,15750.0
182,0.016666666666666663,0.29984484096198605,0.27067669172932335,0.18181818181818177,0.4567164179104477,1,0,0,1,0,0,7775.0
183,0.15416666666666667,0.2796741660201707,0.3609022556390978,0.36363636363636365,0.4567164179104477,1,0,0,1,0,0,7975.0
184,0.016666666666666663,0.3010085337470908,0.27067669172932335,0.18181818181818177,0.4567164179104477,1,0,0,1,0,0,7995.0
185,0.15416666666666667,0.28083785880527545,0.3609022556390978,0.36363636363636365,0.4567164179104477,1,0,0,1,0,0,8195.0
186,0.15416666666666667,0.3052754072924748,0.3609022556390978,0.36363636363636365,0.4567164179104477,1,0,0,1,0,0,8495.0
187,0.08333333333333331,0.3223429014740109,0.27067669172932335,0.5454545454545454,0.4567164179104477,1,0,0,1,0,0,9495.0
188,0.21666666666666667,0.3149728471683475,0.3609022556390978,0.4545454545454546,0.4567164179104477,1,0,0,1,0,0,9995.0
189,0.175,0.29712955779674166,0.3609022556390978,0.5454545454545454,0.2716417910447766,1,0,0,1,0,0,11595.0
190,0.175,0.2843289371605896,0.3609022556390978,0.5454545454545454,0.36716417910447774,1,0,0,1,0,0,9980.0
191,0.2583333333333333,0.4550038789759503,0.5639097744360901,0.5454545454545454,0.5835820895522392,1,0,1,0,0,0,13295.0
192,0.08333333333333331,0.42319627618308764,0.27067669172932335,0.5454545454545454,0.5835820895522392,1,0,0,1,0,0,13845.0
193,0.16666666666666663,0.4169899146625291,0.3609022556390978,0.4545454545454546,0.6268656716417915,1,0,0,1,0,0,12290.0
194,0.27499999999999997,0.5523661753297129,0.6015037593984962,0.5454545454545454,0.711940298507463,0,1,0,1,0,0,12940.0
195,0.27499999999999997,0.5996896819239721,0.6015037593984962,0.5454545454545454,0.711940298507463,0,1,0,1,0,0,13415.0
196,0.27499999999999997,0.5612878200155158,0.6015037593984962,0.6363636363636364,0.711940298507463,0,1,0,1,0,0,15985.0
197,0.27499999999999997,0.6027928626842514,0.6015037593984962,0.6363636363636364,0.711940298507463,0,1,0,1,0,0,16515.0
198,0.47500000000000003,0.603956555469356,0.518796992481203,0.5454545454545454,0.711940298507463,0,1,0,1,0,0,18420.0
199,0.47500000000000003,0.6474010861132662,0.518796992481203,0.5454545454545454,0.711940298507463,0,1,0,1,0,0,18950.0
200,0.27499999999999997,0.5678820791311094,0.6015037593984962,0.5454545454545454,0.711940298507463,0,1,0,1,0,0,16845.0
201,0.4666666666666666,0.6055081458494957,0.6015037593984962,0.4545454545454546,0.711940298507463,0,1,0,1,0,0,19045.0
202,0.35833333333333334,0.591155934833204,0.8421052631578947,0.5454545454545454,0.711940298507463,0,1,0,0,1,0,21485.0
203,0.24166666666666664,0.6706749418153608,0.631578947368421,0.9090909090909091,0.711940298507463,0,1,0,0,1,0,22470.0
204,0.27499999999999997,0.6105508145849496,0.6015037593984962,0.4545454545454546,0.711940298507463,0,1,0,1,0,0,22625.0
